Date,Momentum_Close,Value_Close,Momentum_Value_Ratio,MA_30_Week
2005-04-01,1000.0,1000.0,1.0,1.0
2005-04-08,979.83,981.15,0.9986546399633084,0.9993273199816541
2005-04-15,951.85,952.84,0.9989610007976155,0.9992052135869747
2005-04-22,965.11,955.03,1.0105546422625469,1.0020425707558678
2005-04-29,924.62,909.96,1.0161105982680556,1.0048561762583053
2005-05-06,965.34,955.87,1.0099072049546487,1.0056980143743626
2005-05-13,979.8,961.8,1.018714909544604,1.0075575708272542
2005-05-20,987.48,961.5,1.0270202808112325,1.0099904095752514
2005-05-27,1013.73,986.21,1.0279048072925645,1.0119808982105085
2005-06-04,1009.69,982.94,1.0272142755407248,1.0135042359435302
2005-06-10,1024.38,987.18,1.037683097307482,1.0157023142493438
2005-06-17,1030.48,983.27,1.0480132618711036,1.0183948932178237
2005-06-24,1042.78,1003.15,1.0395055574938943,1.0200187904698292
2005-07-01,1051.13,1005.0,1.045900497512438,1.0218674838300157
2005-07-08,1065.08,1011.84,1.0526170145477545,1.0239174525445316
2005-07-15,1071.42,1033.69,1.0365003047335275,1.0247038808063438
2005-07-22,1103.07,1056.16,1.0444156188456293,1.0258633948086546
2005-07-29,1143.5,1088.12,1.0508951218615594,1.0272540463115938
2005-08-05,1157.98,1114.18,1.0393114218528423,1.0278886450242912
2005-08-12,1158.41,1106.57,1.046847465591874,1.0288365860526703
2005-08-19,1154.95,1105.65,1.0445891557002667,1.0295867084168415
2005-08-26,1134.96,1088.57,1.042615541490212,1.0301789281019949
2005-09-02,1158.81,1114.74,1.0395338823402767,1.0305856652427896
2005-09-09,1190.38,1142.21,1.0421726302518801,1.0310684554515017
2005-09-16,1232.57,1180.07,1.0444888862525104,1.031605272683542
2005-09-23,1195.34,1152.23,1.0374144051100909,1.0318287008537939
2005-09-30,1246.8,1206.45,1.0334452318786522,1.0318885723732332
2005-10-07,1230.32,1205.4,1.0206736353077814,1.03148803890661
2005-10-14,1180.29,1157.22,1.0199357079898377,1.0310896826681004
2005-10-21,1150.81,1118.64,1.028758134878066,1.0310119644084326
2005-10-28,1091.62,1053.25,1.0364300973178258,1.0322263009856936
2005-11-02,1150.56,1089.68,1.055869613097423,1.0341334667568307
2005-11-11,1219.43,1161.53,1.0498480452506609,1.0358297015719322
2005-11-18,1256.04,1181.18,1.0633773006654361,1.0375904568520284
2005-11-26,1326.16,1189.44,1.1149448479956954,1.0408849318429498
2005-12-02,1349.91,1198.63,1.1262107572812294,1.0447617169205026
2005-12-09,1379.26,1190.87,1.1581952690050132,1.0494110622358497
2005-12-16,1392.15,1240.33,1.1224029089032759,1.0525904831722508
2005-12-23,1381.69,1240.58,1.1137451837043963,1.0554518290526453
2005-12-30,1396.2,1262.39,1.1059973542249226,1.0580779316754518
2006-01-06,1441.88,1322.92,1.0899222931091828,1.0598192382021752
2006-01-13,1430.71,1295.3,1.1045394889214855,1.0617034457705212
2006-01-20,1465.66,1281.32,1.14386726188618,1.0651821692502643
2006-01-27,1519.01,1300.72,1.1678224368042314,1.069246233893324
2006-02-03,1502.36,1284.46,1.169643274216402,1.0731471092156122
2006-02-10,1550.08,1314.4,1.1793061472915398,1.077907303967546
2006-02-17,1530.69,1295.56,1.181489085800735,1.0824764195327163
2006-02-24,1550.96,1322.33,1.1728993519015678,1.0865432272007165
2006-03-03,1653.2,1331.77,1.2413554893112175,1.093278029449329
2006-03-10,1689.92,1338.32,1.262717436786419,1.1004736951558136
2006-03-17,1683.89,1343.98,1.2529129897766336,1.1074178229583596
2006-03-24,1704.84,1366.96,1.2471762158366009,1.114236512103239
2006-03-31,1765.65,1396.48,1.2643575274977086,1.1217306336084867
2006-04-07,1839.37,1420.88,1.294528742750971,1.1301425040251232
2006-04-13,1770.62,1392.14,1.2718692085566106,1.1377218481019264
2006-04-21,1845.33,1437.59,1.2836274598459922,1.1459289499264564
2006-04-29,1886.24,1427.27,1.321571952048316,1.155533173932112
2006-05-05,1936.45,1507.47,1.284569510504355,1.164329703105331
2006-05-12,1925.95,1492.41,1.2904965793582193,1.1733483988176103
2006-05-19,1607.53,1291.41,1.2447867060035154,1.1805493511884586
2006-05-26,1611.79,1298.33,1.2414332257592446,1.1873827888031727
2006-06-02,1567.45,1224.77,1.279791307755742,1.1948468452917835
2006-06-09,1441.02,1099.2,1.310971615720524,1.2035509643074456
2006-06-16,1451.34,1086.59,1.3356831923724681,1.2126278273643465
2006-06-25,1531.83,1151.13,1.3307185113757785,1.2198202828103493
2006-06-30,1552.3,1124.17,1.3808409760089664,1.2283079567679407
2006-07-07,1538.24,1096.46,1.402914835014501,1.2364652756349235
2006-07-14,1559.17,1085.03,1.4369833092172568,1.246951288978723
2006-07-21,1444.93,1029.14,1.4040169461880794,1.2566270143948455
2006-07-28,1539.77,1119.37,1.3755684000821893,1.2656127159234212
2006-08-04,1560.94,1128.26,1.3834931664687218,1.2753984117020722
2006-08-11,1626.44,1189.22,1.3676527471788231,1.2841688536439835
2006-08-18,1685.9,1231.24,1.3692700042233845,1.291682278388557
2006-08-25,1692.89,1256.99,1.3467808017565772,1.297647557220302
2006-09-01,1714.63,1293.39,1.325686761147063,1.3028490067846574
2006-09-08,1745.89,1331.42,1.3112992143726248,1.30724877568736
2006-09-15,1750.43,1357.35,1.2895936935941357,1.3108522626138068
2006-09-22,1777.61,1359.82,1.3072391934226588,1.3153302573311767
2006-09-29,1797.42,1414.11,1.271060949996818,1.31632043935403
2006-10-06,1787.68,1436.22,1.2447118129534473,1.315720251892931
2006-10-13,1848.99,1429.46,1.2934884501839856,1.3170727672398426
2006-10-21,1850.85,1391.09,1.3305034181828639,1.3198503406513848
2006-10-27,1884.63,1426.81,1.3208696322565725,1.3217340774766804
2006-11-03,1894.29,1426.5,1.3279284963196636,1.3228474025956365
2006-11-10,1920.05,1397.2,1.3742127111365587,1.326258852681635
2006-11-17,1922.15,1427.32,1.3466846957935152,1.3283607605465524
2006-11-24,1969.85,1439.63,1.368302966734508,1.329918461036092
2006-12-01,2006.35,1426.89,1.4060999796760787,1.3339694766751498
2006-12-08,1997.33,1412.43,1.4141090177920321,1.33808989128961
2006-12-15,1965.56,1347.73,1.4584226811008139,1.34521109045952
2006-12-22,1930.38,1340.18,1.4403886045158114,1.3518429364180722
2006-12-29,1990.93,1374.4,1.4485811990686845,1.3574692661285035
2007-01-05,1993.29,1398.71,1.4250916916301448,1.361273268658824
2007-01-12,2012.25,1417.84,1.4192363031089545,1.3640583723500406
2007-01-19,2037.05,1430.94,1.4235747131256375,1.367153579075036
2007-01-25,2025.97,1429.98,1.4167820528958448,1.368351614971265
2007-02-02,2046.24,1419.94,1.4410749749989435,1.3696236196374132
2007-02-09,2028.55,1397.6,1.4514524899828278,1.3701059256629322
2007-02-15,2010.0,1348.42,1.4906334821494787,1.372993143528312
2007-02-23,1895.64,1268.07,1.4949017010101968,1.3769709202259122
2007-03-02,1796.43,1229.46,1.4611536772241471,1.37955960391776
2007-03-09,1783.54,1188.56,1.5005889479706536,1.383990810610821
2007-03-16,1732.86,1166.71,1.485253404873533,1.3878569239658256
2007-03-23,1846.49,1256.61,1.4694216980606554,1.3919449538426283
2007-03-30,1826.31,1240.11,1.4727000024191403,1.3968453952183644
2007-04-05,1804.43,1218.59,1.4807523449232312,1.4024938329033845
2007-04-13,1903.45,1266.91,1.50243505852823,1.4095885450678545
2007-04-20,1975.5,1327.23,1.4884383264392758,1.4156285161684081
2007-04-27,1997.0,1376.22,1.4510761360828937,1.4216290223712775
2007-05-04,2027.16,1408.67,1.4390595384298666,1.4281072798871581
2007-05-11,2013.85,1409.57,1.4286981136091148,1.432614268667996
2007-05-18,2076.79,1499.24,1.385228515781329,1.4344384385879445
2007-05-25,2094.47,1482.15,1.413129575279155,1.4375137700220304
2007-06-01,2127.6,1508.53,1.4103796411075682,1.4402621415149608
2007-06-08,2075.93,1427.52,1.454221306881865,1.442929094706471
2007-06-15,2115.44,1426.06,1.4834158450556079,1.4474867996818743
2007-06-22,2178.74,1485.2,1.466967411796391,1.45077561451727
2007-06-29,2231.57,1513.79,1.4741608809676376,1.4530443112269888
2007-07-06,2272.61,1513.2,1.5018569918054454,1.4559692436941027
2007-07-13,2361.95,1598.2,1.4778813665373545,1.4566178665419873
2007-07-20,2375.05,1627.99,1.458884882585274,1.4572344091443028
2007-07-27,2302.27,1554.18,1.481340642654004,1.4583263905971469
2007-08-03,2288.73,1539.43,1.4867385980525258,1.460381287477893
2007-08-10,2233.67,1528.03,1.4617972160232457,1.4617999845750356
2007-08-17,2093.78,1432.58,1.4615449049965799,1.4630656576374006
2007-08-24,2126.15,1407.17,1.510940398103996,1.4662042691443389
2007-08-31,2297.93,1523.54,1.508283340115783,1.4684445479815667
2007-09-07,2341.72,1566.75,1.4946353917344821,1.4698839780399553
2007-09-14,2372.72,1594.05,1.4884853047269533,1.4698123721258713
2007-09-21,2548.48,1698.9,1.5000765201012418,1.4699848660955726
2007-09-28,2675.34,1830.49,1.4615430840922377,1.469997846324509
2007-10-05,2793.38,1806.8,1.5460371928270977,1.4715127878197238
2007-10-12,2963.53,1803.33,1.6433653296956188,1.4767831853137934
2007-10-19,2719.5,1694.76,1.6046519861219288,1.4812908615825024
2007-10-26,3200.88,1886.04,1.6971432207164219,1.4887723021924117
2007-11-02,3523.45,1985.08,1.774966248211659,1.4985794323020263
2007-11-09,3396.71,1992.58,1.704679360427185,1.5053209090319912
2007-11-16,3579.57,2242.47,1.5962621573532758,1.5089150367291246
2007-11-23,3529.23,2029.31,1.7391280780166658,1.5185167681269172
2007-11-30,3695.2,2130.32,1.7345750873108263,1.528367286422949
2007-12-07,3873.42,2249.82,1.7216577326186093,1.5381326070565988
2007-12-14,3932.52,2378.17,1.6535907861927448,1.5470780160703126
2007-12-20,3663.08,2245.19,1.6315233900026278,1.5543578098944286
2007-12-28,3931.43,2446.86,1.6067245367532264,1.5609026397492836
2008-01-04,4150.32,2629.66,1.5782724762897105,1.5650376787295452
2008-01-11,3967.0,2408.89,1.6468165835716866,1.5704843700134143
2008-01-18,3692.02,2265.45,1.6297071222053015,1.5759090270270448
2008-01-25,3376.7,2038.43,1.6565199687995171,1.5819876632881074
2008-02-01,3225.42,1965.24,1.6412346583623374,1.5866335855066707
2008-02-08,3125.53,1978.41,1.5798191476994152,1.5900315115454058
2008-02-15,3192.86,2040.63,1.5646442520202095,1.5935568238599036
2008-02-22,3055.17,1961.5,1.557568187611522,1.5960977420251543
2008-02-29,3104.67,2014.41,1.5412304347178578,1.5979141365806655
2008-03-07,2665.2,1798.08,1.4822477309129738,1.5985958204103232
2008-03-14,2652.91,1753.63,1.512810570074645,1.6003046759129254
2008-03-19,2449.49,1634.21,1.4988832524583742,1.5999027710580713
2008-03-28,2679.51,1771.45,1.5126083152219933,1.6000469368949448
2008-04-04,2444.29,1701.05,1.436930131389436,1.5981234282167767
2008-04-11,2599.47,1766.48,1.4715535981160273,1.5975590379964124
2008-04-17,2715.55,1829.22,1.4845398585189316,1.597041149277002
2008-04-25,2873.58,1886.65,1.5231123949858214,1.5990934596401218
2008-05-02,2979.49,1940.5,1.5354238598299406,1.5987396818735498
2008-05-09,2739.93,1865.3,1.4688950839007129,1.5929240070137196
2008-05-16,2924.74,1918.7,1.524334184604159,1.5902467469631272
2008-05-23,2810.3,1861.63,1.5095910572992486,1.5839950081825547
2008-05-30,2706.56,1803.1,1.5010592867838723,1.574864776134962
2008-06-06,2512.57,1661.62,1.512120701484094,1.5684461541701922
2008-06-13,2479.5,1622.56,1.5281407159057292,1.566175439455274
2008-06-20,2350.57,1574.92,1.4925012064104843,1.5579545437350677
2008-06-27,2174.67,1438.96,1.511278979262801,1.5505113401334671
2008-07-04,2077.52,1388.05,1.4967184179244264,1.5430133629769942
2008-07-11,2120.75,1432.26,1.4807018278804127,1.5372503976999166
2008-07-18,2105.36,1451.71,1.4502621046903308,1.5312083548561732
2008-07-25,2293.63,1585.15,1.446948238337066,1.5258824782423013
2008-08-01,2388.22,1631.8,1.4635494545900232,1.5220583775189782
2008-08-08,2436.42,1686.37,1.4447719065211075,1.5153235549506259
2008-08-14,2356.78,1626.41,1.4490688079881457,1.5093022778100538
2008-08-22,2309.47,1554.52,1.4856483030131487,1.503606555617175
2008-08-29,2325.42,1587.05,1.4652468416243976,1.4977402950592436
2008-09-05,2290.54,1641.79,1.3951479787305319,1.4915845894269475
2008-09-12,2237.04,1600.24,1.3979403089536568,1.4860277913247293
2008-09-19,2163.95,1583.1,1.3669067020403007,1.479672408472355
2008-09-26,2081.68,1484.8,1.4019935344827585,1.4750311784645185
2008-10-03,1982.27,1457.62,1.359936060152852,1.4709541227725142
2008-10-10,1696.1,1261.59,1.3444145879406146,1.4653409233680468
2008-10-17,1608.93,1287.71,1.2494505750518363,1.4570265007878287
2008-10-24,1392.46,1084.93,1.2834560755071756,1.4493880927973346
2008-10-31,1480.36,1106.89,1.3374048008383848,1.4460705817789663
2008-11-07,1544.21,1208.97,1.2772938948030141,1.4395952583351992
2008-11-14,1502.66,1174.47,1.2794366820778735,1.432758485787164
2008-11-21,1418.08,1094.36,1.295807595306846,1.425181659131198
2008-11-28,1473.3,1110.49,1.3267116318021774,1.418224584863606
2008-12-05,1435.64,1107.9,1.2958209224659265,1.4124554461491132
2008-12-12,1502.91,1150.07,1.3067987165998594,1.4052042638823032
2008-12-19,1585.16,1263.26,1.2548169023003974,1.3967117920490082
2008-12-26,1516.38,1209.59,1.2536313957622005,1.3884641956816188
2009-01-02,1607.95,1296.48,1.2402428113044552,1.3794015993422977
2009-01-09,1546.94,1232.24,1.2553885606699995,1.37030986083444
2009-01-16,1543.78,1206.26,1.279807006781291,1.3632200541801338
2009-01-23,1484.05,1128.33,1.3152623789139704,1.3566861675018393
2009-01-30,1563.84,1169.1,1.3376443418013857,1.3513836982977379
2009-02-06,1558.65,1152.31,1.3526308024750286,1.3471146641175586
2009-02-13,1603.29,1174.28,1.3653387607725584,1.3442838859869661
2009-02-20,1504.49,1091.17,1.3787860736640487,1.342011813831199
2009-02-27,1512.52,1051.4,1.4385771352482404,1.3411794031864728
2009-03-06,1441.02,979.66,1.4709388971684054,1.3420516362080492
2009-03-13,1495.67,978.89,1.527924485897292,1.3446801588050212
2009-03-20,1559.01,985.76,1.5815310014608017,1.347876248753276
2009-03-27,1646.39,1112.23,1.480260377799556,1.3483766999591147
2009-04-02,1667.87,1172.47,1.4225268023915323,1.3492893274144813
2009-04-09,1702.27,1271.76,1.338515128640624,1.3473084880707134
2009-04-17,1730.27,1329.56,1.3013854207406963,1.345124445360727
2009-04-24,1763.72,1382.55,1.2757006979856065,1.340914684144155
2009-04-29,1754.6,1341.32,1.308114394775296,1.3391872952982367
2009-05-08,1762.96,1449.03,1.216648378570492,1.3349284216525656
2009-05-15,1779.54,1484.48,1.1987632032765683,1.33323884259339
2009-05-22,1954.57,1895.68,1.0310653696826468,1.324825819065906
2009-05-29,1998.02,2018.17,0.9900157072991869,1.3132461826145994
2009-06-05,2107.01,2133.63,0.9875236099979847,1.3035871731210982
2009-06-12,2073.22,2041.77,1.015403302036958,1.2947860604530677
2009-06-19,2024.78,1938.75,1.044373952288846,1.2864049390191346
2009-06-26,2046.01,1990.91,1.0276757864494126,1.2764370775073755
2009-07-03,2096.93,2014.79,1.0407685168181298,1.267935330652449
2009-07-10,2041.45,1774.68,1.1503200577005432,1.262719375355805
2009-07-17,2164.39,1943.46,1.1136786967573296,1.2580147685043697
2009-07-24,2222.67,2076.22,1.070536840989876,1.2519116166786255
2009-07-31,2260.15,2170.03,1.0415293797781597,1.245287835627749
2009-08-07,2207.88,2121.43,1.0407508143092161,1.2381332440823896
2009-08-14,2215.2,2213.16,1.0009217589329285,1.2288370691541106
2009-08-21,2199.46,2167.64,1.0146795593364213,1.218817641834859
2009-08-28,2246.6,2244.01,1.001154183804885,1.207601303234976
2009-09-04,2302.54,2260.49,1.0186021614782637,1.1964670152017503
2009-09-11,2282.12,2391.95,0.9540834883672318,1.1827585061215726
2009-09-18,2359.01,2538.05,0.9294576544985323,1.1677808921493886
2009-09-25,2401.41,2565.45,0.9360580015202011,1.151030254358454
2009-10-01,2404.82,2608.26,0.9220016409407038,1.1327323458175307
2009-10-09,2392.73,2615.23,0.9149214409440087,1.1122989109857544
2009-10-17,2441.61,2742.56,0.8902667580654572,1.0892567695392432
2009-10-23,2409.09,2702.42,0.8914565463547487,1.0696299751577496
2009-10-30,2313.86,2458.11,0.9413167026699375,1.0535896385003631
2009-11-06,2404.75,2548.42,0.9436238924510089,1.0404265972940425
2009-11-13,2495.53,2628.7,0.949339977935862,1.028691749200548
2009-11-20,2523.14,2686.07,0.9393426083460221,1.0174798128792286
2009-11-27,2507.05,2647.51,0.9469463760287968,1.0054408789210119
2009-12-04,2605.73,2781.72,0.9367333879757849,0.9961103792345217
2009-12-11,2590.9,2748.65,0.942608189474833,0.9875718787744638
2009-12-18,2564.58,2644.24,0.9698741415302696,0.9855321711693846
2009-12-24,2614.21,2755.23,0.9488173401131667,0.984158892263184
2009-12-31,2630.06,2744.76,0.9582112825893702,0.9831818146828968
2010-01-08,2658.25,2848.61,0.9331744254215213,0.980440852129049
2010-01-15,2733.06,2836.13,0.9636582244114338,0.9777503278664685
2010-01-22,2649.54,2751.75,0.962856364131916,0.9755896804558852
2010-01-29,2502.39,2670.57,0.9370246801244677,0.9721315525660966
2010-02-06,2492.79,2610.94,0.9547480983860218,0.9656124872556124
2010-02-11,2512.3,2629.5,0.9554287887431071,0.9603374903218052
2010-02-19,2508.73,2638.68,0.9507518910970637,0.9563446586587114
2010-02-26,2526.87,2653.33,0.9523391361044423,0.9533716505362542
2010-03-05,2616.18,2771.12,0.9440875891336354,0.9501495430304013
2010-03-12,2625.36,2718.5,0.9657384587088469,0.9489767663562654
2010-03-19,2650.14,2747.57,0.9645395749698824,0.9473054335440473
2010-03-26,2671.3,2760.3,0.9677571278484223,0.9461921983454987
2010-04-01,2673.1,2825.17,0.9461731506422622,0.9437778979842987
2010-04-09,2696.12,2900.18,0.9296388500024136,0.9429630767054714
2010-04-16,2675.25,2840.18,0.9419297368476647,0.9433788127837757
2010-04-23,2695.26,2909.4,0.9263971952979997,0.9430567859097023
2010-04-30,2719.15,2976.15,0.9136468255968281,0.9427782920649065
2010-05-07,2580.66,2882.67,0.8952325448282321,0.9421219955277139
2010-05-14,2655.52,2881.56,0.9215563791834979,0.9431649828983153
2010-05-21,2536.92,2816.09,0.9008660944785145,0.9434786345024408
2010-05-28,2576.66,2874.31,0.8964447119482588,0.9419829014783849
2010-06-04,2598.96,2976.68,0.8731069513686389,0.9396323367756392
2010-06-11,2614.3,2938.51,0.8896685735287612,0.9376432899620692
2010-06-18,2647.05,2942.32,0.8996472171619675,0.9363201102559341
2010-06-25,2647.89,3038.66,0.8714005515589108,0.9338019161069379
2010-07-02,2627.08,3114.21,0.8435783071790277,0.9306967467470459
2010-07-09,2695.76,3222.77,0.8364729720085518,0.9271589061648365
2010-07-16,2728.87,3210.07,0.850096726862654,0.923166325675916
2010-07-23,2769.19,3239.8,0.8547410333971233,0.9200304487853812
2010-07-30,2784.41,3232.24,0.8614490260624211,0.916805040234483
2010-08-06,2829.51,3285.49,0.8612140046081408,0.9144063595407036
2010-08-13,2865.65,3398.1,0.843309496483329,0.9103947352764334
2010-08-20,2933.86,3533.12,0.8303878724753193,0.9059791188878802
2010-08-27,2876.86,3492.93,0.8236237199142268,0.9021990868808721
2010-09-03,2942.87,3593.21,0.8190086301663415,0.8976744379402162
2010-09-09,2996.45,3673.24,0.8157512169093225,0.89301851887909
2010-09-17,3086.28,3733.79,0.8265810342841993,0.8888794903186612
2010-09-24,3117.87,3749.71,0.8314963023807174,0.8848513958612038
2010-10-01,3170.32,3785.38,0.8375169731968786,0.8812990419966451
2010-10-08,3186.38,3899.1,0.8172090995357904,0.8763480633575432
2010-10-15,3175.88,3889.71,0.8164824627028751,0.8714128262819764
2010-10-22,3217.37,4016.89,0.8009604445230016,0.8658529368377956
2010-10-29,3270.06,3940.66,0.8298254607096274,0.8619746805067078
2010-11-05,3417.92,4134.3,0.826722782575043,0.8585441449257954
2010-11-12,3318.35,3983.71,0.8329798102773545,0.8549124807067852
2010-11-19,3244.51,3835.88,0.8458319864020772,0.8522269737435877
2010-11-26,3078.77,3572.81,0.8617222858198449,0.8504961557510217
2010-12-03,3250.15,3747.17,0.8673612352788905,0.8495671120993769
2010-12-10,3031.04,3480.97,0.8707457978666866,0.8478734260554833
2010-12-16,3063.0,3539.9,0.8652786801887059,0.8466871789124896
2010-12-24,3053.74,3571.52,0.8550253113520293,0.8453065322259486
2010-12-31,3113.0,3608.91,0.8625873186086658,0.8449558778006162
2011-01-07,2950.7,3422.39,0.8621752634854589,0.844039434132506
2011-01-14,2860.43,3289.24,0.8696324986927071,0.8430389435168641
2011-01-21,2911.0,3358.04,0.866874724541697,0.8428880826162903
2011-01-28,2803.36,3232.18,0.8673279334690519,0.8436797368259578
2011-02-04,2756.79,3158.2,0.8728991197517574,0.8448939417507313
2011-02-11,2714.14,3070.04,0.8840731716850595,0.8460264899114781
2011-02-18,2837.87,3160.89,0.897807263144241,0.8474620309030487
2011-02-25,2731.54,3012.37,0.9067744002230802,0.8489728767084039
2011-03-04,2858.79,3155.64,0.9059303342586608,0.8504634210300881
2011-03-11,2827.15,3134.65,0.9019029237713939,0.8524165352730235
2011-03-18,2802.96,3151.54,0.8893937567030722,0.8543833980806154
2011-03-25,2902.79,3251.37,0.8927898086037578,0.8566889343702663
2011-04-01,2986.85,3384.23,0.8825789027341522,0.85880794345586
2011-04-08,3006.98,3434.24,0.8755881941856132,0.8608025093650696
2011-04-15,3001.41,3458.28,0.8678909747041881,0.8621795073790693
2011-04-21,3038.39,3461.29,0.8778201190885478,0.8637236346026637
2011-04-29,3016.41,3359.37,0.8979094294465927,0.8657367164776542
2011-05-06,2897.61,3308.8,0.8757283607350097,0.8676873585176281
2011-05-13,2924.41,3296.12,0.8872280135431962,0.8700455435456388
2011-05-20,2894.84,3176.7,0.911272704378758,0.8737226188741639
2011-05-27,2882.86,3187.32,0.9044777430568628,0.8762110282857385
2011-06-03,2924.47,3250.53,0.8996902043666724,0.8786432756787929
2011-06-10,2910.7,3221.22,0.9036017409552902,0.8809973400347241
2011-06-17,2865.43,3209.97,0.8926656635420269,0.8825584626060557
2011-06-24,2880.4,3188.74,0.9033034991877671,0.8839445030516531
2011-07-01,2961.88,3266.68,0.9066942583907821,0.8852556038220495
2011-07-08,3001.62,3297.04,0.9103984179749108,0.8865773578256568
2011-07-15,2983.4,3293.68,0.9057953413810693,0.8879279131987358
2011-07-22,3000.72,3307.32,0.9072965422154493,0.8896702875608498
2011-07-29,2939.97,3207.7,0.9165352121457743,0.8914685506787534
2011-08-05,2810.75,3113.04,0.9028955618944826,0.8928258939590542
2011-08-12,2734.64,3072.7,0.8899794968594396,0.8935041272312785
2011-08-19,2632.69,2881.5,0.9136526114870728,0.8950633901294578
2011-08-26,2599.24,2798.12,0.9289237059168298,0.8971165825443836
2011-09-02,2748.37,2935.87,0.9361347743599001,0.8992244376979884
2011-09-09,2743.59,2962.02,0.9262564061012418,0.9006305455118612
2011-09-16,2754.64,2926.05,0.9414193195604995,0.9020842807257364
2011-09-23,2672.53,2854.7,0.9361859389778262,0.9030646653508947
2011-09-30,2693.97,2817.25,0.9562410151743721,0.9047416880480851
2011-10-07,2650.56,2756.1,0.9617067595515403,0.9067351492407566
2011-10-14,2739.22,2879.43,0.9513063349343446,0.9087989018484656
2011-10-21,2722.9,2803.39,0.9712883330539098,0.9114155193301374
2011-10-28,2821.77,2933.83,0.9618041945170648,0.9140563623895678
2011-11-04,2844.07,2945.64,0.9655185290802679,0.9170540402193896
2011-11-11,2824.14,2842.59,0.9935094403343429,0.9212413224070615
2011-11-18,2727.98,2626.59,1.0386013804971463,0.9266006977873481
2011-11-25,2647.68,2580.15,1.0261728969245973,0.9308761467032817
2011-12-02,2755.73,2727.2,1.0104612789674392,0.9353672439776959
2011-12-09,2657.53,2656.85,1.0002559421871766,0.9391348415991618
2011-12-16,2569.95,2480.67,1.035990276820375,0.9432920940138825
2011-12-23,2577.92,2403.87,1.072404081751509,0.9488896386370375
2011-12-30,2574.1,2320.87,1.109109945839276,0.9558702966861241
2012-01-07,2562.75,2472.54,1.0364847484772743,0.9602997302701903
2012-01-13,2607.12,2649.16,0.9841308188255901,0.9633485687796423
2012-01-20,2644.2,2762.65,0.9571245000271478,0.9651426021409552
2012-01-27,2719.2,2927.18,0.9289486809830622,0.9658844162273644
2012-02-03,2795.4,3022.95,0.9247258472683969,0.966361997203814
2012-02-10,2815.11,3166.3,0.889085051953384,0.9658049875562243
2012-02-17,2886.47,3371.17,0.856222023807758,0.9641025036093013
2012-02-24,2851.05,3213.31,0.8872626668450913,0.9631267520992786
2012-03-03,2845.76,3261.55,0.8725176679799482,0.9621141556354609
